result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
1119542|418926||NC||NC||NC|NC|||1||NR||NR|d||LOEL||NC|ENZ||ACHE||SAC|||NC||NC||NC||A|NR||280||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//TREND/DEC//||08/07/2007||419108
1119646|562089||NC||NC||NC|NC|||541||NR||NR|d||NOEL||NC|ENZ||CEST||PL|||NC||NC||NC||A|NR||0.03||NR||NR|mg/kg bdwt/d||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/DEC//CONTR/B,V// OEF/SEX EFCTS// , STATS TO B CONTROL//||09/25/2007||562220
1119757|492211||NC||NC||NC|NC|||72.0||NR||NR|d||LOEL||NC|DVP||DVLP||NR|||NC||NC||NC||T|NR||1.0||NR||NR|% w/w||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/40//EFCT%/NR//TREND/INC//DEVELOPMENT TIME||09/24/2009||492325
1119819|512489||NC||NC||NC|NC|||4||NR||NR|wk||LOEL||NC|BCM||UPRP||UR|||NC||NC||NC||T|As||20||NR||NR|mg/L||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//, UROPORPHYRIN III||03/17/2010||512524
1120409|510266||NC||NC||NC|NC|||3||NR||NR|d||NOEL||NC|POP||ABND||NR|||NC||NC||NC||F|NR||150||NR||NR|ul/ml||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/4//EFCT%/NR//TREND/DEC//CONTR/O=VEGETABLE OIL//MEDIA/YEAST EXTRACT SUCROSE BROTH//, MIC||12/09/2009|06/02/2010|510789
1120885|537170||NC||NC||NC|NC|||20||NR||NR|wk||LOEL||NC|POP||CNTL||NR|||NC||NC||NC||F|NR||2.2||NR||NR|kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/51//EFCT%/NR//TREND/INC//OEF/MIXTURE, SOYBEAN STUDY ALSO REPORTED, CHEMICAL FORMULATION EFCTS//||08/09/2010||537853
1121706|543487||NC||NC||NC|NC|||18||NR||NR|d||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||0.224||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//||08/24/2010||544626
1122093|527395||NC||NC||NC|NC|||335||NR||NR|d||NOEL||NC|GRO||BMAS||SO|||NC||NC||NC||A|NR||3.0||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/137//EFCT%////TREND/INC//OEF/PHY AND HIS TOXICITY SYMPTOMS//EFCT%/139% OF CONTROL//, COND ALSO REPORTED||07/27/2010||527654
1122258|403814||NC||NC||NC|NC|||3||NR||NR|wk||NOEL||NC|GRO||LGTH||NR|||NC||NC||NC||F|NR||4.20||NR||NR|%||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| INCREASE IN SHOOT LENGTH.||01/25/2006||403157
1122510|558934||NC||NC||NC|NC|||10||NR||NR|d||LC95||NC|MOR||MORT||NR|||NC||NC||NC||T|NR||37.03||NR||NR|mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/123//EFCT%/NR//TREND/INC//OEF/STRAIN EFFECTS, TOLERANCE RATIO//||10/04/2010||559440
1123042|412289||NC||NC||NC|NC||<|2||NR||NR|d||LOEL||NC|ENZ||CEST||SR|||NC||NC||NC||F|NR|~|1.25||NR||NR|L/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.0001||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NR||NR||NR||NR||NC| 2 YEAR STUDY, MEAN OF ALL BIRDS SAMPLED DURING STUDY; REPRODUCTION AND MORTALITY ALSO REPORTED, BLOOD SERUM, BRAIN ALSO REPORTED||06/20/2007|04/15/2011|412335
1123340|506870||NC||NC||NC|NC|||21||NR||NR|d||LOEL||NC|POP||ABND||MYC|||NC||NC||NC||F|NR||NR||3.0||4.0|ul/ml||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/62//EFCT%/NR//TREND/DEC//CONTR/K,P//OEF/BACTERIA//, MINIMUM INHIBITION CONCENTRATION||11/20/2009||507020
1123559|568372||NC||NC||NC|NC|||NA||NR||NR|hv||NOEL||NC|REP||NPOD||PD|||NC||NC||NC||A|NR||1.3||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/31//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/MIXTURE//, STATISTICALLY SIGNIFICANT INCREASE OVER CONTROL||04/14/2011||569118
1124147|412722||NC||NC||NC|NC|||14||NR||NR|d||LD50||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||137||NR||NR|mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||NA|NR||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| BOTH CONCURRENT AND SOLVENT CONTROLS USED.||06/06/2007|07/18/2018|412823
1124554|445319||NC||NC||NC|NC|||30||NR||NR|mi||NOEL||NC|PHY||FVOL||IN|||NC||NC||NC||T|NR||12||NR||NR|mM||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//TREND/INC//LUMINAL FLUID DRAINED||01/04/2008||446740
1124786|512796||NC||NC||NC|NC|||6||NR||NR|wk||NOEL||NC|BEH||NMVM||NR|||NC||NC||NC||A|NR||0.9||NR||NR|AI % w/v||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/DEC//MEDIA/NATURAL SOIL, CITRUS TREE//RVALUE/ONLY CONC TESTED//, PER TREE||03/24/2010||512833
1125484|432107||NC||NC||NC|NC|||10||NR||NR|dpe||NOEL||NC|BCM||GLTH||SO|||NC||NC||NC||T|Cu||5||NR||NR|uM||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P|<=|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//SHOOT REDUCED GLUTATHIONE.||08/15/2007||432553
1125575|509968||NC||NC||NC|NC|||117||NR||NR|d||LOEL||NC|PHY||RESP||NR|||NC||NC||NC||A|NR||450.0||NR||NR|mg/kg bdwt/d||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.01||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/5//EFCT%/NR//TREND/INC//OTHER PHY EFFECTS REPORTED|509968|11/02/2009||510404
1125634|408227||NC||NC||NC|NC|||2||NR||NR|wk||LOEC||NC|ENZ||ACHE||NR|||NC||NC||NC||F|NR||50||NR||NR|ug/g diet||||||||||||||||||||||||||||--||||||||||||||||||SIG|NR||NR||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ||08/14/2006||407341
1125651|411237||NC||NC||NC|NC|||60||NR||NR|d||NOEL||NC|BEH||SLEP||NR|||NC||NC||NC||A|NR||20||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| MIXTURE WITH PENOBARBITONE ALSO REPORTED||03/16/2007||411385
1127675|519784||NC||NC||NC|NC|||7||NR||NR|d||LOEL||NC|MPH||WGHT||CPG|||NC||NC||NC||A|NR||50||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//OEF/IN VITRO//||03/15/2010||520052
1127678|496821||NC||NC||NC|NC|||NA||24||30|h||EC50||NC|GEN||GEXP||LE|||NC||NC||NC||T|Cu||120.51||NR||NR|uM||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/DEC//NOT RECOGNIZED, AK111859||10/07/2009||497276
1127865|563217||NC||NC||NC|NC|||20||NR||NR|wk||NOEL||NC|POP||DBMS||RO|||NC||NC||NC||F|NR||2.2||NR||NR|kg/ha||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/74//EFCT%////TREND/INC//OEF/APPLICATION FREQUENCY EFCTS//EFCT%/NOEL 140% OF CONTROL, LOEL 20% OF CONTROL//||02/09/2011||563454
1127938|405275||NR||NR||NR|NR|||24||NR||NR|h||NR-LETH||NC|MOR||MORT||NR|||NC||NC||NC||A|NR||0.014||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||NA|NR||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NR||NR||NR||NR||NR||NR||NR||NC| ||04/11/2006|03/21/2009|404803
1127993|476900||NC||NC||NC|NC|||21||NR||NR|d||NOEL||NC|PHY||LDPX||LU|||NC||NC||NC||F|NR||20||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/NEF//OEF/GLTH, MIXTURE, HISTOLOGICAL OBSERVATIONS//CONC/ONLY CONC TESTED//||01/22/2009||476902
1129223|585430||NC||NC||NC|NC|||2||NR||NR|wk||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||0.75||NR||NR|AI lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.0001||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//||08/12/2011||585607
1129295|486208||NC||NC||NC|NC|||3||NR||NR|h||NOEL||NC|BEH||ACTV||NR|||NC||NC||NC||F|NR||1||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%////TREND/DEC//EFCT%/~80% OF CONTROL FOR NOAEL,~60% OF CONTROL FOR LOAEL, GRAPHED//, LOCOMOTOR ACTIVITY|486208|07/02/2009||486438
1129328|580778||NC||NC||NC|NC|||4||NR||NR|wk||NOEL||NC|MPH||WGHT||MT|||NC||NC||NC||F|NR||1000||NR||NR|ppm||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/28//EFCT%/NR//TREND/INC//OEF/BACTERIA, FATE, HUMAN HEALTH, IN VITRO, ELIMINATION EFCTS//RSITE/TY,PAT//||06/23/2011||581010
1129637|539263||NC||NC||NC|NC|||4||NR||NR|h||NOEL||NC|BEH||GPST||FRL|||NC||NC||NC||F|NR||150||NR||NR|mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/6//EFCT%/NR//TREND/DEC//OEF/TOXICITY SYMPTOMS//||06/23/2010||540166
1129721|585658||NC||NC||NC|NC|||21||NR||NR|d||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||0.75||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/DEC//RVALUE/ONLY CONC TESTED//OEF/HAND WEEDING, FERTILIZER LEVEL EFCTS//CONTR/C,0=HAND-WEEDED//, DRY WEIGHT, STATS TO C CONTROL||10/14/2011||585839
1129736|408398||NC||NC||NC|NC|||2||NR||NR|d||LOEL||NC|CEL||NCEL||LI|||NC||NC||NC||A|NR||200||NR||NR|mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| MICE INJECTED WITH STAIN BRDU 2 HR BEFORE KILLING., LABELLING INDEX MEASURES CELL PROLIFERATION.  OTHER ENDPOINTS REPORTED.|408398|10/12/2006||408265
1129932|531500||NC||NC||NC|NC|||NA||NR||NR|hv||NOEL||NC|GRO||WGHT||HD|||NC||NC||NC||A|NR||0.05||NR||NR|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/26//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/MARKETIBILITY OF BRASSICA CROPS//, SIGNIFICANT INCREASE FROM CONTROL||08/11/2010||531937
1130658|583560||NC||NC||NC|NC|||NA||NR||NR|hv||LOEL||NC|POP||ABND||NR|||NC||NC||NC||F|NR||1||NR||NR|lb/acre||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/42//EFCT%/NR//TREND/DEC//OEF/CULTIVATION, MIXTURE EFCTS/CONTR/C,O=HAND-WEEDED//, STATS TO C CONTROL||10/11/2011||583656
1131260|536882||NC||NC||NC|NC|||12||NR||NR|wk||LOEL||NC|POP||CNTL||NR|||NC||NC||NC||F|NR||0.6||NR||NR|kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/40//EFCT%/94//TREND/INC//OEF/MIXTURE, IN VITRO, FATE, APPLICATIOIN TIMING EFCTS//, 4 WEEKS ALSO REPORTED BUT NOT STATISTICALLY ANALYZED||08/04/2010||537560
1131741|496731||NC||NC||NC|NC|||NA||24||30|h||EC50||NC|GEN||GEXP||LE|||NC||NC||NC||T|Cu||201.84||NR||NR|uM||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//EXPRESSED PROTEIN, LOC-OS03G51350||10/07/2009||497186
1131985|423693||NC||NC||NC|NC|||22||NR||NR|d||NOEC||NC|PHY||RESP||F1|||NC||NC||NC||F|NR||6||NR||NR|mg/kg/d||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/DEC//CONTR/O = SALINE//CONC/ONLY CONC TESTED//, BREATHING FREQUENCY||10/04/2007||423774
1132419|549962||NC||NC||NC|NC|||7||NR||NR|d||NR-ZERO||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||0.15||NR||NR|%||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/169//EFCT%/0//TREND/NEF//OEF/RESIDUAL TOXICITY STUDY// RVALUE/ONLY CONC TESTED//||12/07/2010||550136
1134938|495743||NC||NC||NC|NC|||72||NR||NR|h||LC50||NC|MOR||MORT||NR|||NC||NC||NC||F|NR||8||NR||NR|g/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/DEC//OEF/FOLATE DEFICIENT DIET, METABOLISM, BCM//RVALUE/FROM GRAPH//||09/18/2009||496147
1135707|536222||NC||NC||NC|NC|||72||NR||NR|h||LC50||NC|MOR||MORT||NR|||NC||NC||NC||T|Cd||NR|>|200|<|400|ug/g diet||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/INC//RVALUE/FROM GRAPH//||06/02/2010||536848
1136993|417630||NC||NC||NC|NC|||6||NR||NR|d||LOEL||NC|DVP||CLFT||PLT|||NC||NC||NC||T|NR||8||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/37//TREND/INC//RVALUE/ONLY CONC TESTED//, MEASURED ON LIVE FETUSES||09/19/2007||417716
1137129|428423||NC||NC||NC|NC|||7||NR||NR|d||LOEL||NC|GRO||LGTH||NR|||NC||NC||NC||F|NR||0.000001||NR||NR|M||||||||||||||||||||||||||||--||||||||||||||||||ASIG|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| ALSO WGHT//||07/29/2004||428562
1137280|590419||NC||NC||NC|NC|||28||NR||NR|d||LOEL||NC|POP||ABND||NR|||NC||NC||NC||A|NR||NR||1.02||1.31|AI kg/ha||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/16//EFCT%/NR//TREND/DEC//OEF/MARKET DATA//RVALUE/ONLY CONC TESTED//, REPORTED AS PERCENT OF PLANTS DAMAGED||08/05/2011||590768
1137412|470739||NC||NC||NC|NC|||48||NR||NR|h||IC50||NC|PHY||H3UP||NR|||NC||NC||NC||F|NR||12.6||NR||NR|uM||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//TREND/DEC//THYMIDINE INCORPORATION||11/20/2008||471664
1139041|557395||NC||NC||NC|NC|||356||NR||NR|h||LC50||NC|MOR||MORT||NR|||NC||NC||NC||T|PPHN||0.0083||0.0077||0.0089|mg/L||||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/2//EFCT%/NR//TREND/INC//||10/19/2010||557876
1139101|402799||NC||NC||NC|NC|||31||NR||NR|wk||NOEL||NC|BCM||PCLV||NR|||NC||NC||NC||T|Cu|<=|1200||NR||NR|mg/org/d||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NR||NR||NR||NR||NC| TESTID/1//||05/13/2005|02/28/2011|401108
1139630|481160||NC||NC||NC|NC|||70||NR||NR|d||NOEL||NC|DVP||EMRG||NR|||NC||NC||NC||F|NR||100||NR||NR|g/kg sd||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/7//TREND/DEC//|481160|04/14/2009||481162
1139752|410291||5||NR||NR|ML|||1||NR||NR|h||NOEL||NC|ENZ||ARES||LI|||NC||NC||NC||F|NR||70||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P|<|0.05||NR||NR|/|U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NR||NR||NR||NR||NR||NR||NR||NC| SIGNIF/ANOSIG//WTAT/NR//CONCTYPE/F//TREND/DEC//EFCT%/81% OF CONTROL//STST/NR//INTAKE/NR//COMPEP/NR//TEMP/NR//||02/20/2007|11/09/2007|645665
1140697|438946||NC||NC||NC|NC|||4||NR||NR|wk||NOEL||NC|ACC||RSDE||LI|||NC||NC||NC||T|Zn||1200||NR||NR|ppm diet||||||||||||||||||||||||||||--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//||06/10/2008||439923
1141116|480270||NC||NC||NC|NC|||12||NR||NR|d||NOEL||NC|CEL||AREA||NU|||NC||NC||NC||F|NR||7.5||NR||NR|IU||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/INC//RVALUE/ONLY CONC TESTED//OEF/MIXTURE//, SERTOLI CELL NUCLEAR AREA||03/06/2009||480272
1141955|477800||NC||NC||NC|NC|||20||NR||NR|d||NR-ZERO||NC|MOR||MORT||NR|||NC||NC||NC||T|NR||330||NR||NR|mg/kg/d||||||||||||||||||||||||||||--||||||||||||||||||NR|NR||NR||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/0//TREND/NEF//OEF/WGHT, PREG, NOIM, NVIB, ABNM, PROG, NUMEROUS HISTOLOGICAL OBSERVATIONS//||12/04/2008||477802
1142132|477564||NC||NC||NC|NC|||5||NR||NR|d||LOEL||NC|IMM||ABDT||SP|||NC||NC||NC||A|NR||150||NR||NR|mg/kg bdwt||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P|<=|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/3//EFCT%/NR//TREND/INC//OEF/MIXTURE, IN VITRO//RVALUE/ONLY CONC TESTED//, IGM ANTIBODY||03/23/2009||477566
1144459|402661||NC||NC||NC|NC|||15||NR||NR|d||LOEL||NC|BCM||HVLA||NAC|||NC||NC||NC||F|NR||100||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ASIG|P||0.05||NR||NR||U||NC||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOPAC TO DA RATIO, STRIATED TISSUE, DIHYDROXYPHENYLACETIC ACID||04/19/2005||400778
1145480|425192||NC||NC||NC|NC|||4||NR||NR|d||NOEL||NC|GRO||WGHT||WO|||NC||NC||NC||F|NR||300||NR||NR|mg/kg||||||||||||||||||||||||||||--||||||||||||||||||ANOSIG|P||0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TESTID/1//EFCT%/NR//TREND/INC//||11/16/2007||425444
